activity_uom,activity_value(uM),reference,gvk_id,sub_smiles,mol_weight,Comment,pLogS,smiles
uM,44.0,"J. Med. Chem., 1992, 35 (7), 1267-1272",135889,CCC1=C(NC(=O)N1)C(=O)C2=CC=C(C=C2)N3C=CN=C3C,296.3238,uM,4.35654732351381,CCc1[nH]c(=O)[nH]c1C(=O)c1ccc(-n2ccnc2C)cc1
uM,25.0,"J. Med. Chem., 1992, 35 (7), 1267-1272",135894,CCC1=C(N(C(=O)CC2=CC=CC=C2)C(=O)N1)C(=O)C3=CC=C(C=C3)N4C=CN=C4C,414.4565,uM,4.60205999132796,CCc1[nH]c(=O)n(C(=O)Cc2ccccc2)c1C(=O)c1ccc(-n2ccnc2C)cc1
uM,10.0,"J. Med. Chem., 1992, 35 (7), 1267-1272",135893,CCC1=C(N(C(=O)N1)C(=O)C(C)C)C(=O)C2=CC=C(C=C2)N3C=CN=C3C,366.4137,uM,5.0,CCc1[nH]c(=O)n(C(=O)C(C)C)c1C(=O)c1ccc(-n2ccnc2C)cc1
uM,40.0,"J. Med. Chem., 1992, 35 (7), 1267-1272",135890,CCC1=C(N(C(C)=O)C(=O)N1)C(=O)C2=CC=C(C=C2)N3C=CN=C3C,338.3605,uM,4.39794000867204,CCc1[nH]c(=O)n(C(C)=O)c1C(=O)c1ccc(-n2ccnc2C)cc1
uM,400.0,"J. Med. Chem., 1988, 31 (10), 1918-1923",167675,CC(C)CC(NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCC(N)C3=NC=CC=C3,791.9791,uM,3.39794000867204,CC(C)CC(NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCC(N)c1ccccn1
uM,1800.0,"J. Med. Chem., 1988, 31 (10), 1918-1923",167686,CC(C)CC(NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCC3=CC(OCC(O)=O)=CC=C3,835.9853,uM,2.74472749489669,CC(C)CC(NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCc1cccc(OCC(=O)O)c1
uM,20.0,"J. Med. Chem., 1988, 31 (10), 1918-1923",167668,CC(C)CC(NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NC(CC3=CC=CC=C3)C(N)=O,819.0012,uM,4.69897000433602,CC(C)CC(NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NC(Cc1ccccc1)C(N)=O
uM,10.0,"J. Med. Chem., 1988, 31 (10), 1918-1923",167669,CC(C)CC(NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)N3CCN(CC3)CC4=CC=CC=C4,831.0549,uM,5.0,CC(C)CC(NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)N1CCN(Cc2ccccc2)CC1
uM,180.0,"J. Med. Chem., 1988, 31 (10), 1918-1923",167671,CC(C)CC(NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCC3=NC=CC=C3,762.9379,uM,3.74472749489669,CC(C)CC(NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCc1ccccn1
uM,340.0,"J. Med. Chem., 1988, 31 (10), 1918-1923",167672,CC(C)CC(NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCC3=CC=NC=C3,762.9379,uM,3.46852108295774,CC(C)CC(NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCc1ccncc1
uM,10.0,"J. Med. Chem., 1988, 31 (10), 1918-1923",167673,CC(C)C[C@H](NC(=O)CC(O)C(CC1CCCCC1)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)OC(C)(C)C)C(=O)NCC4=CC=NC=C4,803.0018,uM,5.0,CC(C)C[C@H](NC(=O)CC(O)C(CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccncc1
uM,4200.0,"J. Med. Chem., 1988, 31 (10), 1918-1923",167674,CC(C)CC(NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCC3=CC=[N+]([O-])C=C3,778.9373,uM,2.3767507096021,CC(C)CC(NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCc1cc[n+]([O-])cc1
uM,10.0,"J. Med. Chem., 1988, 31 (10), 1918-1923",167670,CC(C)CC(NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCC3=CC=CC=C3,761.9499,uM,5.0,CC(C)CC(NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCc1ccccc1
uM,11000.0,"J. Med. Chem., 1988, 31 (10), 1918-1923",167677,CC(C)CC(NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCC\N=C(\N)N,756.9351,uM,1.95860731484178,CC(C)CC(NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCCN=C(N)N
uM,1400.0,"J. Med. Chem., 1988, 31 (10), 1918-1923",167678,CC(C)CC(NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCC3=CC(CN)=CC=C3,790.9911,uM,2.85387196432176,CC(C)CC(NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCc1cccc(CN)c1
uM,1500.0,"J. Med. Chem., 1988, 31 (10), 1918-1923",167682,CC(C)CC(NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NC(CC3=CC(CN)=CC=C3)C(O)=O,849.0272,uM,2.82390874094432,CC(C)CC(NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NC(Cc1cccc(CN)c1)C(=O)O
uM,6100.0,"J. Med. Chem., 1988, 31 (10), 1918-1923",167683,CC(C)CC(NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCCC(N)C(O)=O,772.9312,uM,2.534271064655495,CC(C)CC(NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCCC(N)C(=O)O
uM,2200.0,"J. Med. Chem., 1988, 31 (10), 1918-1923",167685,CC(C)CC(NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NC(C(O)=O)C3=CC=CC=C3,805.9594,uM,2.65757731917779,CC(C)CC(NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NC(C(=O)O)c1ccccc1
uM,930.0,"J. Med. Chem., 1988, 31 (10), 1918-1923",167680,CC(C)CC(NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCC3=CC(C\N=C(\N)N)=CC=C3,833.0311,uM,3.03151705144606,CC(C)CC(NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCc1cccc(CN=C(N)N)c1
uM,210.0,"J. Med. Chem., 1988, 31 (10), 1918-1923",167687,CC(C)C[C@H](NC(=O)CC(O)C(CC1CCCCC1)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)OC(C)(C)C)C(=O)NCC4=CC(OCC(O)=O)=CC=C4,876.0492,uM,3.67778070526608,CC(C)C[C@H](NC(=O)CC(O)C(CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1cccc(OCC(=O)O)c1
uM,11000.0,"J. Med. Chem., 1988, 31 (10), 1918-1923",167688,CC(C)CC(NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCCS(O)(=O)=O,779.944,uM,1.95860731484178,CC(C)CC(NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCCS(=O)(=O)O
uM,43.0,"Bioorg. Med. Chem. Lett., 2005, 15 (24), 5446-5449",3815545,[H]N(C1=C(Cl)C=CC(OC)=N1)C2=NC=NC3=CC(OCCN4CCN(CC4)C(C)=O)=CC(OC(C)C)=C23,515.004,uM,4.36653154442041,COc1ccc(Cl)c(Nc2ncnc3cc(OCCN4CCN(C(C)=O)CC4)cc(OC(C)C)c23)n1
uM,83.0,"Bioorg. Med. Chem. Lett., 2006, 16 (8), 2224-2228",3827573,[H]OC1=C(C=CC=C1)C2=C(O[H])C(=CC=C2)C3=CC4=C(C=CC(=C4)\C(=N/[H])N([H])[H])N3[H],343.3786,uM,4.08092190762393,[H]/N=C(/N)c1ccc2[nH]c(-c3cccc(-c4ccccc4O)c3O)cc2c1
uM,43.0,"Bioorg. Med. Chem. Lett., 2006, 16 (8), 2224-2228",3827575,[H]OC1=C(C=CC=C1)C2=C(O[H])C(=CC=C2)C3=CC4=C(C=CC(=C4)\C(=N/OCC)N([H])[H])N3[H],387.4311,uM,4.36653154442041,CCO/N=C(/N)c1ccc2[nH]c(-c3cccc(-c4ccccc4O)c3O)cc2c1
uM,24.0,"Bioorg. Med. Chem. Lett., 2006, 16 (8), 2224-2228",3827576,[H]OC1=C(C=CC=C1)C2=C(O[H])C(=CC=C2)C3=CC4=C(C=CC(=C4)\C(=N/OCC=C)N([H])[H])N3[H],399.4418,uM,4.61978875828839,C=CCO/N=C(/N)c1ccc2[nH]c(-c3cccc(-c4ccccc4O)c3O)cc2c1
uM,10.0,"Bioorg. Med. Chem. Lett., 2006, 16 (8), 2224-2228",3827578,[H]OC1=C(C=CC=C1)C2=C(O[H])C(=CC=C2)C3=CC4=C(C=CC(=C4)\C(=N/OC(C)(C)C)N([H])[H])N3[H],415.4843,uM,5.0,CC(C)(C)O/N=C(/N)c1ccc2[nH]c(-c3cccc(-c4ccccc4O)c3O)cc2c1
uM,10.0,"Bioorg. Med. Chem. Lett., 2006, 16 (8), 2224-2228",3827579,[H]OC1=C(C=CC=C1)C2=C(O[H])C(=CC=C2)C3=CC4=C(C=CC(=C4)\C(=N/C(=O)OCC)N([H])[H])N3[H],415.4412,uM,5.0,CCOC(=O)/N=C(/N)c1ccc2[nH]c(-c3cccc(-c4ccccc4O)c3O)cc2c1
uM,10.0,"Bioorg. Med. Chem. Lett., 2006, 16 (8), 2224-2228",3827580,[H]OC1=C(C=CC=C1)C2=C(O[H])C(=CC=C2)C3=CC4=C(C=CC(=C4)\C(=N/C(=O)OC(C)C)N([H])[H])N3[H],429.4678,uM,5.0,CC(C)OC(=O)/N=C(/N)c1ccc2[nH]c(-c3cccc(-c4ccccc4O)c3O)cc2c1
uM,10.0,"Bioorg. Med. Chem. Lett., 2006, 16 (8), 2224-2228",3827582,[H]OC1=C(C=CC=C1)C2=C(O[H])C(=CC=C2)C3=CC4=C(C=CC(=C4)\C(=N/C(=O)OC(C)OC(C)=O)N([H])[H])N3[H],473.4773,uM,5.0,CC(=O)OC(C)OC(=O)/N=C(/N)c1ccc2[nH]c(-c3cccc(-c4ccccc4O)c3O)cc2c1
uM,240.0,"J. Med. Chem., 2006, 49 (22), 6465-6488",6018794,[H]N(C1=NC=NC2=CC(OCCN3CCN(C)CC3)=CC(OC4CCOCC4)=C12)C5=C6OCOC6=CC=C5Cl,542.026,uM,3.61978875828839,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1
uM,324.0,"J. Med. Chem., 2006, 49 (22), 6465-6488",6018796,[H]N(C1=C(Cl)C=CC(OC)=C1)C2=NC=NC3=CC(OCC4CCN(C)CC4)=C(OC)C=C23,442.938,uM,3.48945498979339,COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1
uM,1000.0,"J. Med. Chem., 2006, 49 (22), 6465-6488",6018767,[H]N(C1=NC=NC2=CC(OC)=CC(OC3CCN(C)CC3)=C12)C4=C5OCOC5=CC=C4Cl,442.895,uM,3.0,COc1cc(OC2CCN(C)CC2)c2c(Nc3c(Cl)ccc4c3OCO4)ncnc2c1
uM,1.5,"J. Med. Chem., 2006, 49 (22), 6465-6488",6018780,[H]N(C1=NC=NC2=CC(OCCC3=CC=NC=C3)=CC(OC4CCOCC4)=C12)C5=C6OCOC6=CC=C5Cl,520.964,uM,5.82390874094432,Clc1ccc2c(c1Nc1ncnc3cc(OCCc4ccncc4)cc(OC4CCOCC4)c13)OCO2
uM,2.0,"J. Med. Chem., 2006, 49 (22), 6465-6488",6018792,[H]N(C1=NC=NC2=CC(OCCN3CCOCC3)=CC(OC(C)C)=C12)C4=C5OCOC5=CC=C4Cl,486.948,uM,5.69897000433602,CC(C)Oc1cc(OCCN2CCOCC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12
uM,188.0,WO 2007/058850 A2,1195989,Cl[H].[H]OC(C)(C)C#CC1=NC=C(OC[C@H]2CN([H])CCO2)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],463.918,uM,3.72584215073632,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CNCCO3)c21
uM,210.0,WO 2007/058850 A2,1195988,[H]OC(C)(C)C#CC1=NC=C(OC[C@H]2CCCN([H])C2)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],425.4842,uM,3.67778070526608,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21
uM,200.0,WO 2007/058850 A2,1195982,[H]OC(=O)C(F)(F)F.[H]N([H])C1=NON=C1C2=NC3=C(N2CC)C(OC4CCN([H])CC4)=CN=C3,443.3804,uM,3.69897000433602,CCn1c(-c2nonc2N)nc2cncc(OC3CCNCC3)c21
uM,23.0,WO 2007/058850 A2,1195994,[H]OC(C)(C)C#CC1=NC=C(OC[C@H]2CSCCN2C)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],457.549,uM,4.63827216398241,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CSCCN3C)c21
uM,44.0,WO 2007/058850 A2,1195993,Cl[H].[H]OC(C)(C)C#CC1=NC=C(OC[C@H]2CCCN(C)C2)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],475.972,uM,4.35654732351381,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCN(C)C3)c21
uM,37.0,WO 2007/058850 A2,1195987,[H]OC(C)(C)C#CC1=NC=C(OCCCN([H])CCC2=CC=C(OC)C=C2)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],519.5954,uM,4.43179827593301,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCCCNCCc3ccc(OC)cc3)c21
uM,159.0,WO 2007/058850 A2,1195986,[H]OC(=O)C(F)(F)F.[H]OC(C)(C)C#CC1=NC=C(OCC2CCN([H])CC2)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],539.5075,uM,3.79860287567955,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC3CCNCC3)c21
uM,140.0,WO 2007/058852 A2,1196016,[H]OC(C)(C)C#CC1=NC=C(OCCCN([H])CC2CC2)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],439.5108,uM,3.85387196432176,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCCCNCC3CC3)c21
uM,9.0,WO 2007/058850 A2,1195983,[H]OC(=O)C(F)(F)F.[H]N([H])C1=NON=C1C2=NC3=C(N2CC)C(OCC4CCCNC4)=CN=C3C5=CC=CC=C5,533.5029,uM,5.04575749056067,CCn1c(-c2nonc2N)nc2c(-c3ccccc3)ncc(OCC3CCCNC3)c21
uM,209.0,WO 2007/058852 A2,1196013,OC(=O)C(F)(F)F.[H]OC(C)(C)C#CC1=NC=C(OCC(C)(C)CN([H])[H])C2=C1N=C(N2CC)C3=NON=C3N([H])[H],527.4968,uM,3.67985371388895,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC(C)(C)CN)c21
uM,86.0,WO 2007/058852 A2,1196011,Cl[H].[H]OC(C)(C)C#CC1=NC=C(OCCCN([H])C2CCC2)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],475.972,uM,4.06550154875643,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCCCNC3CCC3)c21
uM,83.0,WO 2007/058850 A2,1195992,[H]OC(=O)C(F)(F)F.[H]OC(C)(C)C#CC1=NC=C(OCC2CCN([H])C2)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],525.4809,uM,4.08092190762393,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC3CCNC3)c21
uM,173.0,WO 2007/058850 A2,1195985,[H]OC(=O)C(F)(F)F.[H]OC(C)(C)C#CC1=NC=C(OCCCN([H])[H])C2=C1N=C(N2CC)C3=NON=C3N([H])[H],499.4437,uM,3.7619538968712,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCCCN)c21
uM,129.0,WO 2007/058850 A2,1195996,Cl[H].[H]OC(C)(C)C#CC1=NC=C(OC[C@@H]2CN([H])CC(C)O2)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],477.945,uM,3.88941028970075,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@@H]3CNCC(C)O3)c21
uM,34.0,WO 2007/058850 A2,1195995,[H]OC(C)(C)C#CC1=NC=C(OC[C@@H]2CN(C)CCO2)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],441.4836,uM,4.46852108295774,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@@H]3CN(C)CCO3)c21
uM,154.0,WO 2007/058850 A2,1195991,[H]OC(C)(C)C#CC1=NC=C(OC[C@@H]2CN([H])CCO2)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],427.457,uM,3.81247927916354,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@@H]3CNCCO3)c21
uM,6.0,WO 2007/058850 A2,1195997,[H]OC(C)(C)C#CC1=NC=C(OC[C@@H]2CN(CC)CCO2)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],455.5102,uM,5.22184874961636,CCN1CCO[C@H](COc2cnc(C#CC(C)(C)O)c3nc(-c4nonc4N)n(CC)c23)C1
uM,110.0,WO 2007/058850 A2,1195990,Cl[H].[H]OC(C)(C)C#CC1=NC=C(OC[C@@H]2CN([H])CCS2)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],479.984,uM,3.95860731484177,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@@H]3CNCCS3)c21
uM,222.0,WO 2007/058879 A2,1196034,[H]OC(=O)C(F)(F)F.[H]OC(C)(C)C#CC1=NC=C(OCC[C@@H]2CCCN2[H])C3=C1N=C(N3CC)C4=NON=C4N([H])[H],539.5075,uM,3.65364702554936,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC[C@@H]3CCCN3)c21
uM,119.0,WO 2007/058852 A2,1196015,[H]OC(C)(C)C#CC1=NC=C(OCC[C@H](C)N([H])[H])C2=C1N=C(N2CC)C3=NON=C3N([H])[H],399.4469,uM,3.92445303860747,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC[C@H](C)N)c21
uM,141.0,WO 2007/058852 A2,1196014,[H]OC(C)(C)C#CC1=NC=C(OC[C@@H](C)CN([H])[H])C2=C1N=C(N2CC)C3=NON=C3N([H])[H],399.4469,uM,3.85078088734462,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@@H](C)CN)c21
uM,27.0,WO 2007/058852 A2,1196012,OC(=O)C(F)(F)F.[H]OC(C)(C)C#CC1=NC=C(OC[C@@H](C)CN([H])C2CC2)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],553.5341,uM,4.56863623584101,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@@H](C)CNC3CC3)c21
uM,210.0,WO 2007/058852 A2,1196003,OC(=O)C(F)(F)F.[H]OC(C)(C)C#CC1=NC=C(OCCCCN([H])[H])C2=C1N=C(N2CC)C3=NON=C3N([H])[H],513.4702,uM,3.67778070526608,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCCCCN)c21
uM,7.0,WO 2007/058879 A2,1196036,[H]OC(C)(C)C#CC1=NC=C(OCCC2CSCCN2[H])C3=C1N=C(N3CC)C4=NON=C4N([H])[H],457.549,uM,5.15490195998574,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCCC3CSCCN3)c21
uM,200.0,WO 2007/058879 A2,1196035,Cl[H].[H]OC(C)(C)C#CC1=NC=C(OCC[C@@H]2CCCCN2[H])C3=C1N=C(N3CC)C4=NON=C4N([H])[H],475.972,uM,3.69897000433602,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC[C@@H]3CCCCN3)c21
uM,203.0,WO 2007/058852 A2,1196017,[H]OC(C)(C)C#CC1=NC=C(OCC(CCC)CN([H])[H])C2=C1N=C(N2CC)C3=NON=C3N([H])[H],427.5001,uM,3.69250396208679,CCCC(CN)COc1cnc(C#CC(C)(C)O)c2nc(-c3nonc3N)n(CC)c12
uM,92.0,WO 2007/058852 A2,1196023,[H]OC(C)(C)C#CC1=NC=C(OCC(F)CN([H])[H])C2=C1N=C(N2CC)C3=NON=C3N([H])[H],403.4108,uM,4.03621217265444,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC(F)CN)c21
uM,179.0,WO 2007/058852 A2,1196022,[H]OC(C)(C)C#CC1=NC=C(OC(CCC)CCN([H])[H])C2=C1N=C(N2CC)C3=NON=C3N([H])[H],427.5001,uM,3.74714696902011,CCCC(CCN)Oc1cnc(C#CC(C)(C)O)c2nc(-c3nonc3N)n(CC)c12
uM,210.0,WO 2007/058852 A2,1196009,Cl[H].[H]OC(C)(C)C#CC1=NC=C(OCCCN([H])C2CCCC2)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],489.998,uM,3.67778070526608,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCCCNC3CCCC3)c21
uM,152.0,WO 2007/058852 A2,1196008,Cl[H].[H]OC(C)(C)C#CC1=NC=C(OCCCN2CCCC2)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],475.972,uM,3.81815641205523,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCCCN3CCCC3)c21
uM,164.0,WO 2007/058852 A2,1196018,[H]OC(C)(C)C#CC1=NC=C(OCC(CN([H])[H])CC(C)C)C2=C1N=C(N2CC)C3=NON=C3N([H])[H],441.5266,uM,3.7851561519523,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC(CN)CC(C)C)c21
uM,160.0,WO 2007/058852 A2,1196021,[H]OC(C)(C)C#CC1=NC=C(OCC2(CC2)CN([H])[H])C3=C1N=C(N3CC)C4=NON=C4N([H])[H],411.4576,uM,3.79588001734408,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC3(CN)CC3)c21
uM,112.0,WO 2007/058852 A2,1196024,[H]OC(C)(C)C#CC1=NC=C(OC(CCN([H])[H])C2CCCCC2)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],467.5639,uM,3.95078197732982,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC(CCN)C3CCCCC3)c21
uM,151.0,WO 2007/058852 A2,1196020,[H]OC(C)(C)C#CC1=NC=C(OCCC(N([H])[H])C2CCSCC2)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],485.602,uM,3.82102305270683,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCCC(N)C3CCSCC3)c21
uM,108.0,WO 2007/058852 A2,1196019,[H]OC(C)(C)C#CC1=NC=C(OCC(CCCC)CN([H])[H])C2=C1N=C(N2CC)C3=NON=C3N([H])[H],441.5266,uM,3.96657624451305,CCCCC(CN)COc1cnc(C#CC(C)(C)O)c2nc(-c3nonc3N)n(CC)c12
uM,35.0,WO 2007/058852 A2,1196007,Cl[H].[H]OC(C)(C)C#CC1=NC=C(OCCCN2CCCCC2)C3=C1N=C(N3CC)C4=NON=C4N([H])[H],489.998,uM,4.45593195564972,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCCCN3CCCCC3)c21
